string,count
ա,96408
ն,41664
ր,32713
ո,32496
ւ,28435
ե,24182
ի,21423
մ,20377
կ,18534
տ,15569
ս,11873
թ,9590
յ,8777
գ,8642
ղ,8456
հ,7800
բ,7520
ց,7304
պ,6762
դ,6473
խ,6274
լ,6106
ռ,5051
ք,5025
ծ,4979
շ,4828
զ,4447
վ,3208
փ,2943
է,2912
ձ,2805
չ,2687
ջ,2450
օ,2319
ճ,2280
ժ,1804
ը,1223
ֆ,28
՝,6
*,3
",",2
՛,1
1,1
